rider_id,rider_rating,rider_password,prior_cancellations,total_rides_booked,cancelation_rate
U1662,1.57,pass1662,90,166,54.22
U1663,2.22,pass1663,34,153,22.22
U1664,3.09,pass1664,78,324,24.07
U1665,3.42,pass1665,71,224,31.7
U1666,4.84,pass1666,11,81,13.58
U1667,4.61,pass1667,30,276,10.87
U1668,3.96,pass1668,7,155,4.52
U1669,3.67,pass1669,23,129,17.83
U1670,1.99,pass1670,25,116,21.55
U1671,1.69,pass1671,44,87,50.57
U1672,2.15,pass1672,35,156,22.44
U1673,3.71,pass1673,77,467,16.49
U1674,2.81,pass1674,2,13,15.38
U1675,3.38,pass1675,22,71,30.99
U1676,2.11,pass1676,29,98,29.59
U1677,3.2,pass1677,110,415,26.51
U1678,1.98,pass1678,300,496,60.48
U1679,2.57,pass1679,4,20,20.0
U1680,1.78,pass1680,88,381,23.1
U1681,1.67,pass1681,94,135,69.63
U1682,3.89,pass1682,90,489,18.4
U1683,1.88,pass1683,36,70,51.43
U1684,2.03,pass1684,154,285,54.04
U1685,3.48,pass1685,36,131,27.48
U1686,0.98,pass1686,133,205,64.88
U1687,4.08,pass1687,3,335,0.9
U1688,3.44,pass1688,92,240,38.33
U1689,3.52,pass1689,44,461,9.54
U1690,4.0,pass1690,89,224,39.73
U1691,2.18,pass1691,174,489,35.58
U1692,1.34,pass1692,86,87,98.85
U1693,3.78,pass1693,49,203,24.14
U1694,4.26,pass1694,47,275,17.09
U1695,3.97,pass1695,78,305,25.57
U1696,3.69,pass1696,0,347,0.0
U1697,3.2,pass1697,1,196,0.51
U1698,3.03,pass1698,48,457,10.5
U1699,2.98,pass1699,65,346,18.79
U1700,3.07,pass1700,34,90,37.78
U1701,4.51,pass1701,37,178,20.79
U1702,2.83,pass1702,23,114,20.18
U1703,1.85,pass1703,13,23,56.52
U1704,3.08,pass1704,60,158,37.97
U1705,3.53,pass1705,60,244,24.59
U1706,3.43,pass1706,7,68,10.29
U1707,2.02,pass1707,29,115,25.22
U1708,3.56,pass1708,27,71,38.03
U1709,3.3,pass1709,95,470,20.21
U1710,3.38,pass1710,146,451,32.37
U1711,2.69,pass1711,7,32,21.88
U1712,4.17,pass1712,30,243,12.35
U1713,2.5,pass1713,148,468,31.62
U1714,2.09,pass1714,278,486,57.2
U1715,2.54,pass1715,110,401,27.43
U1716,2.55,pass1716,14,58,24.14
U1717,2.65,pass1717,78,85,91.76
U1718,1.67,pass1718,331,393,84.22
U1719,4.26,pass1719,83,268,30.97
U1720,1.02,pass1720,182,307,59.28
U1721,2.93,pass1721,79,212,37.26
U1722,3.92,pass1722,1,279,0.36
U1723,4.43,pass1723,24,119,20.17
U1724,2.29,pass1724,35,173,20.23
U1725,2.85,pass1725,67,292,22.95
U1726,2.9,pass1726,2,7,28.57
U1727,3.74,pass1727,61,309,19.74
U1728,1.48,pass1728,318,345,92.17
U1729,3.33,pass1729,3,10,30.0
U1730,1.94,pass1730,171,494,34.62
U1731,0.56,pass1731,489,496,98.59
U1732,3.62,pass1732,7,263,2.66
U1733,2.16,pass1733,244,315,77.46
U1734,2.96,pass1734,44,167,26.35
U1735,4.55,pass1735,16,389,4.11
U1736,2.95,pass1736,152,444,34.23
U1737,3.56,pass1737,100,263,38.02
U1738,3.88,pass1738,113,356,31.74
U1739,2.73,pass1739,73,220,33.18
U1740,0.86,pass1740,166,402,41.29
U1741,3.7,pass1741,0,4,0.0
U1742,2.88,pass1742,29,43,67.44
U1743,4.34,pass1743,18,143,12.59
U1744,1.62,pass1744,10,26,38.46
U1745,3.85,pass1745,20,181,11.05
U1746,3.01,pass1746,8,24,33.33
U1747,1.72,pass1747,64,163,39.26
U1748,1.88,pass1748,216,230,93.91
U1749,3.64,pass1749,76,272,27.94
U1750,2.58,pass1750,46,212,21.7
U1751,4.0,pass1751,38,208,18.27
U1752,3.35,pass1752,218,336,64.88
U1753,2.3,pass1753,17,87,19.54
U1754,1.58,pass1754,100,220,45.45
U1755,2.35,pass1755,95,303,31.35
U1756,0.59,pass1756,309,417,74.1
U1757,3.42,pass1757,134,429,31.24
U1758,4.63,pass1758,91,461,19.74
U1759,4.86,pass1759,40,372,10.75
U1760,2.49,pass1760,106,498,21.29
U1761,3.76,pass1761,35,250,14.0
U1762,1.35,pass1762,220,446,49.33
U1763,3.32,pass1763,15,49,30.61
U1764,4.67,pass1764,6,128,4.69
U1765,3.75,pass1765,85,249,34.14
U1766,2.06,pass1766,40,67,59.7
U1767,4.29,pass1767,9,187,4.81
U1768,1.96,pass1768,133,482,27.59
U1769,3.58,pass1769,12,41,29.27
U1770,2.78,pass1770,97,308,31.49
U1771,3.38,pass1771,4,129,3.1
U1772,2.8,pass1772,39,175,22.29
U1773,2.72,pass1773,24,108,22.22
U1774,2.39,pass1774,4,136,2.94
U1775,0.25,pass1775,376,388,96.91
U1776,2.8,pass1776,149,417,35.73
U1777,3.88,pass1777,43,115,37.39
U1778,1.04,pass1778,297,437,67.96
U1779,3.29,pass1779,9,32,28.12
U1780,1.15,pass1780,188,296,63.51
U1781,4.87,pass1781,52,295,17.63
U1782,3.34,pass1782,74,269,27.51
U1783,2.2,pass1783,85,347,24.5
U1784,4.44,pass1784,0,6,0.0
U1785,3.92,pass1785,44,114,38.6
U1786,1.84,pass1786,139,401,34.66
U1787,2.56,pass1787,106,467,22.7
U1788,3.62,pass1788,101,265,38.11
U1789,2.53,pass1789,20,26,76.92
U1790,3.07,pass1790,90,373,24.13
U1791,2.42,pass1791,28,425,6.59
U1792,1.7,pass1792,39,63,61.9
U1793,3.08,pass1793,166,473,35.1
U1794,2.95,pass1794,4,21,19.05
U1795,3.08,pass1795,14,51,27.45
U1796,2.34,pass1796,20,29,68.97
U1797,4.11,pass1797,6,70,8.57
U1798,2.5,pass1798,102,314,32.48
U1799,3.39,pass1799,107,417,25.66
U1800,4.08,pass1800,160,472,33.9
U1801,3.48,pass1801,45,219,20.55
U1802,2.53,pass1802,88,427,20.61
U1803,3.44,pass1803,50,413,12.11
U1804,3.86,pass1804,64,199,32.16
U1805,3.76,pass1805,73,288,25.35
U1806,2.28,pass1806,42,110,38.18
U1807,1.02,pass1807,133,156,85.26
U1808,2.18,pass1808,41,105,39.05
U1809,1.71,pass1809,367,462,79.44
U1810,3.29,pass1810,139,499,27.86
U1811,3.28,pass1811,131,465,28.17
U1812,3.43,pass1812,116,398,29.15
U1813,1.82,pass1813,109,398,27.39
U1814,3.04,pass1814,28,407,6.88
U1815,0.93,pass1815,291,428,67.99
U1816,1.98,pass1816,90,126,71.43
U1817,3.3,pass1817,15,47,31.91
U1818,1.72,pass1818,126,341,36.95
U1819,2.23,pass1819,43,205,20.98
U1820,0.67,pass1820,8,9,88.89
U1821,3.28,pass1821,203,486,41.77
U1822,4.15,pass1822,65,174,37.36
U1823,3.06,pass1823,106,463,22.89
U1824,1.67,pass1824,298,379,78.63
U1825,4.06,pass1825,99,285,34.74
U1826,2.74,pass1826,162,448,36.16
U1827,4.79,pass1827,22,302,7.28
U1828,3.56,pass1828,223,240,92.92
U1829,1.68,pass1829,177,190,93.16
U1830,3.31,pass1830,174,461,37.74
U1831,0.98,pass1831,233,325,71.69
U1832,4.61,pass1832,7,86,8.14
U1833,2.93,pass1833,35,298,11.74
U1834,2.52,pass1834,2,14,14.29
U1835,0.49,pass1835,186,192,96.88
U1836,0.73,pass1836,295,494,59.72
U1837,2.78,pass1837,5,24,20.83
U1838,0.86,pass1838,153,319,47.96
U1839,2.71,pass1839,6,33,18.18
U1840,3.49,pass1840,47,341,13.78
U1841,2.04,pass1841,60,194,30.93
U1842,4.4,pass1842,85,470,18.09
U1843,2.58,pass1843,29,111,26.13
U1844,3.73,pass1844,129,356,36.24
U1845,3.67,pass1845,146,408,35.78
U1846,2.97,pass1846,126,386,32.64
U1847,1.99,pass1847,19,382,4.97
U1848,4.5,pass1848,42,262,16.03
U1849,4.41,pass1849,54,322,16.77
U1850,2.71,pass1850,28,118,23.73
U1851,2.92,pass1851,20,300,6.67
U1852,3.52,pass1852,7,357,1.96
U1853,1.08,pass1853,31,61,50.82
U1854,3.4,pass1854,55,294,18.71
U1855,1.86,pass1855,52,97,53.61
U1856,1.78,pass1856,84,95,88.42
U1857,2.96,pass1857,11,114,9.65
U1858,2.91,pass1858,79,217,36.41
U1859,4.16,pass1859,93,356,26.12
U1860,2.99,pass1860,44,160,27.5
U1861,3.21,pass1861,65,216,30.09
U1862,3.01,pass1862,63,182,34.62
U1863,1.74,pass1863,0,0,0.0
U1864,2.47,pass1864,4,249,1.61
U1865,2.39,pass1865,74,301,24.58
U1866,2.89,pass1866,57,83,68.67
U1867,4.95,pass1867,3,121,2.48
U1868,3.65,pass1868,49,305,16.07
U1869,3.08,pass1869,95,432,21.99
U1870,2.1,pass1870,69,147,46.94
U1871,2.29,pass1871,17,72,23.61
U1872,3.03,pass1872,81,444,18.24
U1873,3.72,pass1873,126,320,39.38
U1874,3.45,pass1874,100,358,27.93
U1875,2.85,pass1875,57,166,34.34
U1876,3.11,pass1876,18,320,5.62
U1877,2.56,pass1877,186,375,49.6
U1878,1.8,pass1878,12,58,20.69
U1879,3.56,pass1879,116,300,38.67
U1880,4.89,pass1880,66,358,18.44
U1881,2.16,pass1881,31,98,31.63
U1882,2.17,pass1882,131,375,34.93
U1883,3.04,pass1883,79,338,23.37
U1884,1.16,pass1884,74,119,62.18
U1885,2.98,pass1885,29,285,10.18
U1886,2.46,pass1886,86,324,26.54
U1887,3.21,pass1887,13,62,20.97
U1888,2.64,pass1888,59,98,60.2
U1889,3.3,pass1889,126,477,26.42
U1890,3.68,pass1890,97,266,36.47
U1891,3.81,pass1891,87,444,19.59
U1892,3.18,pass1892,112,423,26.48
U1893,4.33,pass1893,52,472,11.02
U1894,2.83,pass1894,73,274,26.64
U1895,0.8,pass1895,156,278,56.12
U1896,2.03,pass1896,199,320,62.19
U1897,0.66,pass1897,123,132,93.18
U1898,4.02,pass1898,0,43,0.0
U1899,4.16,pass1899,7,217,3.23
U1900,1.6,pass1900,114,303,37.62
U1901,2.08,pass1901,147,152,96.71
U1902,3.64,pass1902,25,124,20.16
U1903,4.28,pass1903,8,42,19.05
U1904,1.2,pass1904,219,407,53.81
U1905,1.99,pass1905,79,127,62.2
U1906,1.59,pass1906,223,394,56.6
U1907,3.28,pass1907,140,463,30.24
U1908,2.95,pass1908,76,352,21.59
U1909,2.52,pass1909,249,418,59.57
U1910,3.37,pass1910,165,284,58.1
U1911,3.06,pass1911,12,61,19.67
U1912,2.67,pass1912,89,350,25.43
U1913,3.22,pass1913,50,196,25.51
U1914,2.79,pass1914,30,80,37.5
U1915,3.05,pass1915,121,368,32.88
U1916,2.68,pass1916,46,355,12.96
U1917,0.9,pass1917,247,498,49.6
U1918,0.93,pass1918,45,70,64.29
U1919,2.58,pass1919,126,408,30.88
U1920,2.54,pass1920,105,375,28.0
U1921,1.22,pass1921,154,311,49.52
U1922,3.29,pass1922,27,84,32.14
U1923,1.81,pass1923,77,79,97.47
U1924,1.59,pass1924,65,98,66.33
U1925,3.83,pass1925,4,82,4.88
U1926,3.99,pass1926,2,22,9.09
U1927,3.15,pass1927,85,358,23.74
U1928,3.58,pass1928,48,150,32.0
U1929,4.51,pass1929,30,441,6.8
U1930,0.73,pass1930,222,241,92.12
U1931,2.73,pass1931,24,230,10.43
U1932,3.33,pass1932,10,35,28.57
U1933,3.01,pass1933,324,464,69.83
U1934,2.76,pass1934,62,210,29.52
U1935,2.5,pass1935,35,156,22.44
U1936,3.16,pass1936,8,432,1.85
U1937,4.08,pass1937,94,265,35.47
U1938,3.15,pass1938,380,430,88.37
U1939,1.77,pass1939,234,412,56.8
U1940,1.96,pass1940,37,155,23.87
U1941,2.9,pass1941,117,330,35.45
U1942,0.99,pass1942,59,130,45.38
U1943,2.94,pass1943,48,226,21.24
U1944,2.61,pass1944,21,74,28.38
U1945,2.3,pass1945,14,57,24.56
U1946,0.51,pass1946,30,48,62.5
U1947,3.17,pass1947,98,362,27.07
U1948,0.75,pass1948,349,483,72.26
U1949,0.99,pass1949,203,292,69.52
U1950,2.62,pass1950,6,19,31.58
U1951,4.21,pass1951,17,159,10.69
U1952,3.36,pass1952,72,356,20.22
U1953,2.12,pass1953,24,74,32.43
U1954,3.46,pass1954,12,196,6.12
U1955,2.71,pass1955,97,351,27.64
U1956,3.25,pass1956,149,498,29.92
U1957,2.67,pass1957,79,331,23.87
U1958,4.32,pass1958,25,435,5.75
U1959,3.29,pass1959,71,371,19.14
U1960,4.87,pass1960,73,350,20.86
U1961,3.55,pass1961,35,424,8.25
U1962,2.13,pass1962,3,8,37.5
U1963,3.57,pass1963,111,470,23.62
U1964,2.91,pass1964,43,164,26.22
U1965,4.36,pass1965,24,444,5.41
U1966,4.62,pass1966,20,133,15.04
U1967,3.4,pass1967,42,151,27.81
U1968,2.3,pass1968,43,165,26.06
U1969,3.39,pass1969,59,479,12.32
U1970,1.57,pass1970,99,178,55.62
U1971,3.0,pass1971,166,434,38.25
U1972,4.42,pass1972,28,159,17.61
U1973,2.15,pass1973,7,32,21.88
U1974,2.97,pass1974,22,52,42.31
U1975,2.26,pass1975,117,322,36.34
U1976,2.78,pass1976,2,7,28.57
U1977,3.68,pass1977,48,351,13.68
U1978,2.63,pass1978,146,462,31.6
U1979,3.65,pass1979,69,307,22.48
U1980,3.25,pass1980,69,280,24.64
U1981,4.3,pass1981,7,413,1.69
U1982,3.42,pass1982,84,278,30.22
U1983,1.08,pass1983,72,143,50.35
U1984,4.81,pass1984,38,277,13.72
U1985,2.95,pass1985,24,64,37.5
U1986,1.83,pass1986,17,88,19.32
U1987,4.63,pass1987,0,196,0.0
U1988,2.37,pass1988,105,365,28.77
U1989,2.62,pass1989,13,69,18.84
U1990,1.65,pass1990,253,294,86.05
U1991,4.42,pass1991,0,164,0.0
U1992,2.41,pass1992,70,80,87.5
U1993,2.95,pass1993,149,385,38.7
U1994,2.6,pass1994,66,272,24.26
U1995,1.08,pass1995,121,169,71.6
U1996,0.23,pass1996,50,87,57.47
U1997,3.23,pass1997,104,302,34.44
U1998,0.59,pass1998,300,350,85.71
U1999,2.73,pass1999,104,270,38.52
U2000,3.27,pass2000,141,488,28.89
U2001,1.54,pass2001,265,304,87.17
U2002,2.78,pass2002,75,272,27.57
U2003,2.49,pass2003,127,407,31.2
U2004,3.36,pass2004,16,44,36.36
U2005,3.03,pass2005,118,337,35.01
U2006,3.48,pass2006,236,315,74.92
U2007,3.83,pass2007,89,289,30.8
U2008,3.51,pass2008,200,454,44.05
U2009,2.85,pass2009,80,203,39.41
U2010,3.11,pass2010,44,123,35.77
U2011,2.09,pass2011,89,305,29.18
U2012,3.49,pass2012,10,45,22.22
U2013,2.08,pass2013,36,45,80.0
U2014,2.06,pass2014,210,437,48.05
U2015,3.66,pass2015,11,30,36.67
U2016,3.78,pass2016,27,136,19.85
U2017,2.57,pass2017,68,185,36.76
U2018,2.66,pass2018,123,407,30.22
U2019,2.31,pass2019,42,174,24.14
U2020,0.73,pass2020,415,476,87.18
U2021,1.48,pass2021,253,423,59.81
U2022,3.75,pass2022,165,416,39.66
U2023,3.85,pass2023,76,244,31.15
U2024,3.24,pass2024,117,356,32.87
U2025,2.31,pass2025,103,347,29.68
U2026,3.12,pass2026,96,328,29.27
U2027,1.46,pass2027,274,456,60.09
U2028,4.1,pass2028,2,225,0.89
U2029,3.78,pass2029,116,390,29.74
U2030,3.99,pass2030,90,485,18.56
U2031,3.22,pass2031,33,83,39.76
U2032,3.55,pass2032,116,421,27.55
U2033,3.39,pass2033,41,111,36.94
U2034,2.98,pass2034,104,377,27.59
U2035,4.54,pass2035,15,103,14.56
U2036,1.78,pass2036,196,470,41.7
U2037,4.1,pass2037,12,188,6.38
U2038,4.52,pass2038,36,200,18.0
U2039,2.69,pass2039,8,34,23.53
U2040,3.92,pass2040,2,22,9.09
U2041,3.76,pass2041,0,191,0.0
U2042,3.26,pass2042,13,43,30.23
U2043,0.46,pass2043,310,394,78.68
U2044,3.62,pass2044,116,368,31.52
U2045,4.74,pass2045,17,138,12.32
U2046,2.8,pass2046,187,285,65.61
U2047,2.94,pass2047,67,425,15.76
U2048,3.12,pass2048,82,267,30.71
U2049,3.28,pass2049,73,248,29.44
U2050,1.13,pass2050,248,460,53.91
U2051,1.44,pass2051,224,417,53.72
U2052,4.68,pass2052,40,252,15.87
U2053,3.84,pass2053,127,401,31.67
U2054,1.42,pass2054,157,387,40.57
U2055,1.51,pass2055,116,154,75.32
U2056,3.84,pass2056,15,66,22.73
U2057,2.11,pass2057,155,493,31.44
U2058,2.7,pass2058,10,173,5.78
U2059,0.81,pass2059,71,119,59.66
U2060,0.61,pass2060,19,42,45.24
U2061,3.11,pass2061,86,428,20.09
U2062,2.1,pass2062,3,9,33.33
U2063,3.08,pass2063,7,42,16.67
U2064,4.09,pass2064,21,254,8.27
U2065,3.25,pass2065,9,28,32.14
U2066,3.34,pass2066,107,480,22.29
U2067,2.43,pass2067,111,459,24.18
U2068,4.03,pass2068,17,100,17.0
U2069,4.33,pass2069,46,196,23.47
U2070,2.65,pass2070,30,105,28.57
U2071,3.35,pass2071,5,286,1.75
U2072,2.37,pass2072,61,264,23.11
U2073,4.94,pass2073,31,347,8.93
U2074,4.86,pass2074,11,72,15.28
U2075,2.17,pass2075,23,111,20.72
U2076,2.94,pass2076,56,171,32.75
U2077,0.7,pass2077,46,70,65.71
U2078,2.93,pass2078,45,234,19.23
U2079,3.31,pass2079,80,269,29.74
U2080,3.5,pass2080,0,19,0.0
U2081,2.22,pass2081,275,412,66.75
U2082,4.06,pass2082,62,169,36.69
U2083,3.69,pass2083,6,20,30.0
U2084,3.95,pass2084,29,382,7.59
U2085,2.52,pass2085,49,148,33.11
U2086,2.28,pass2086,305,441,69.16
U2087,2.8,pass2087,120,441,27.21
U2088,2.47,pass2088,58,214,27.1
U2089,3.97,pass2089,21,173,12.14
U2090,4.35,pass2090,10,175,5.71
U2091,0.74,pass2091,97,145,66.9
U2092,3.13,pass2092,21,69,30.43
U2093,2.18,pass2093,278,438,63.47
U2094,2.63,pass2094,135,494,27.33
U2095,0.36,pass2095,259,344,75.29
U2096,1.21,pass2096,86,148,58.11
U2097,3.54,pass2097,32,337,9.5
U2098,0.97,pass2098,20,32,62.5
U2099,1.83,pass2099,76,307,24.76
U2100,2.87,pass2100,125,371,33.69
U2101,4.34,pass2101,13,376,3.46
U2102,3.74,pass2102,1,4,25.0
U2103,3.41,pass2103,10,225,4.44
U2104,3.48,pass2104,23,104,22.12
U2105,3.3,pass2105,4,33,12.12
U2106,3.43,pass2106,52,236,22.03
U2107,3.64,pass2107,10,156,6.41
U2108,1.25,pass2108,60,74,81.08
U2109,1.96,pass2109,107,346,30.92
U2110,2.77,pass2110,49,158,31.01
U2111,2.31,pass2111,114,477,23.9
U2112,2.13,pass2112,8,237,3.38
U2113,3.95,pass2113,29,97,29.9
U2114,2.66,pass2114,95,274,34.67
U2115,2.6,pass2115,12,40,30.0
U2116,3.44,pass2116,29,94,30.85
U2117,3.3,pass2117,150,462,32.47
U2118,2.84,pass2118,37,99,37.37
U2119,2.54,pass2119,49,155,31.61
U2120,2.92,pass2120,4,19,21.05
U2121,1.71,pass2121,18,137,13.14
U2122,0.84,pass2122,181,244,74.18
U2123,2.72,pass2123,54,137,39.42
U2124,4.8,pass2124,5,76,6.58
U2125,3.62,pass2125,1,63,1.59
U2126,1.75,pass2126,68,264,25.76
U2127,3.29,pass2127,60,230,26.09
U2128,3.07,pass2128,65,239,27.2
U2129,4.28,pass2129,48,317,15.14
U2130,3.24,pass2130,99,259,38.22
U2131,1.95,pass2131,232,422,54.98
U2132,2.54,pass2132,323,472,68.43
U2133,3.43,pass2133,14,36,38.89
U2134,3.86,pass2134,117,469,24.95
U2135,2.73,pass2135,62,89,69.66
U2136,3.61,pass2136,44,301,14.62
U2137,0.21,pass2137,127,208,61.06
U2138,1.38,pass2138,230,250,92.0
U2139,2.57,pass2139,99,465,21.29
U2140,3.73,pass2140,108,283,38.16
U2141,3.31,pass2141,56,184,30.43
U2142,1.79,pass2142,152,492,30.89
U2143,3.35,pass2143,15,50,30.0
U2144,4.21,pass2144,26,144,18.06
U2145,2.71,pass2145,104,457,22.76
U2146,4.08,pass2146,130,480,27.08
U2147,3.23,pass2147,20,83,24.1
U2148,2.88,pass2148,71,187,37.97
U2149,2.65,pass2149,154,491,31.36
U2150,2.05,pass2150,39,117,33.33
U2151,2.46,pass2151,34,107,31.78
U2152,2.87,pass2152,1,7,14.29
U2153,2.64,pass2153,222,424,52.36
U2154,2.67,pass2154,41,196,20.92
U2155,3.78,pass2155,7,117,5.98
U2156,2.48,pass2156,43,474,9.07
U2157,2.13,pass2157,144,301,47.84
U2158,3.12,pass2158,0,3,0.0
U2159,3.26,pass2159,80,237,33.76
U2160,2.86,pass2160,12,86,13.95
U2161,0.93,pass2161,67,70,95.71
U2162,2.22,pass2162,150,481,31.19
U2163,1.24,pass2163,32,39,82.05
U2164,0.88,pass2164,195,263,74.14
U2165,4.18,pass2165,40,301,13.29
U2166,4.27,pass2166,11,439,2.51
U2167,1.29,pass2167,3,9,33.33
U2168,3.97,pass2168,13,182,7.14
U2169,4.25,pass2169,180,499,36.07
U2170,3.12,pass2170,57,166,34.34
U2171,2.41,pass2171,251,337,74.48
U2172,2.86,pass2172,219,331,66.16
U2173,2.06,pass2173,122,274,44.53
U2174,2.95,pass2174,149,477,31.24
U2175,3.38,pass2175,52,422,12.32
U2176,1.71,pass2176,9,21,42.86
U2177,4.38,pass2177,30,396,7.58
U2178,4.02,pass2178,76,405,18.77
U2179,2.15,pass2179,55,69,79.71
U2180,0.4,pass2180,231,362,63.81
U2181,1.23,pass2181,25,54,46.3
U2182,3.23,pass2182,5,179,2.79
U2183,1.86,pass2183,288,400,72.0
U2184,2.69,pass2184,153,262,58.4
U2185,0.39,pass2185,143,255,56.08
U2186,4.51,pass2186,4,347,1.15
U2187,2.67,pass2187,18,74,24.32
U2188,3.67,pass2188,20,100,20.0
U2189,1.91,pass2189,222,493,45.03
U2190,3.18,pass2190,56,381,14.7
U2191,0.92,pass2191,160,205,78.05
U2192,1.82,pass2192,129,166,77.71
U2193,2.88,pass2193,14,45,31.11
U2194,4.78,pass2194,7,225,3.11
U2195,1.01,pass2195,172,230,74.78
U2196,2.73,pass2196,106,409,25.92
U2197,2.99,pass2197,49,264,18.56
U2198,3.42,pass2198,76,332,22.89
U2199,4.1,pass2199,85,213,39.91
U2200,3.2,pass2200,4,105,3.81
U2201,4.07,pass2201,56,324,17.28
U2202,2.52,pass2202,22,125,17.6
U2203,3.52,pass2203,5,72,6.94
U2204,1.69,pass2204,61,194,31.44
U2205,3.14,pass2205,118,318,37.11
U2206,3.09,pass2206,12,158,7.59
U2207,2.56,pass2207,47,154,30.52
U2208,1.4,pass2208,228,398,57.29
U2209,3.76,pass2209,5,74,6.76
U2210,2.66,pass2210,119,387,30.75
U2211,2.85,pass2211,33,87,37.93
U2212,2.64,pass2212,13,54,24.07
U2213,3.94,pass2213,16,186,8.6
U2214,2.01,pass2214,172,291,59.11
U2215,2.88,pass2215,163,439,37.13
U2216,2.35,pass2216,4,20,20.0
U2217,2.22,pass2217,44,168,26.19
U2218,4.67,pass2218,48,266,18.05
U2219,2.76,pass2219,21,63,33.33
U2220,4.72,pass2220,17,96,17.71
U2221,3.52,pass2221,137,480,28.54
U2222,2.43,pass2222,168,482,34.85
U2223,4.32,pass2223,44,179,24.58
U2224,2.44,pass2224,3,16,18.75
U2225,4.1,pass2225,33,399,8.27
U2226,3.67,pass2226,112,417,26.86
U2227,4.13,pass2227,9,36,25.0
U2228,1.22,pass2228,112,227,49.34
U2229,3.63,pass2229,167,471,35.46
U2230,4.32,pass2230,38,96,39.58
U2231,2.46,pass2231,60,265,22.64
U2232,0.32,pass2232,231,411,56.2
U2233,3.47,pass2233,16,171,9.36
U2234,2.68,pass2234,131,407,32.19
U2235,4.65,pass2235,55,410,13.41
U2236,4.88,pass2236,65,381,17.06
U2237,2.65,pass2237,103,375,27.47
U2238,2.17,pass2238,35,144,24.31
U2239,2.2,pass2239,74,373,19.84
U2240,3.66,pass2240,7,231,3.03
U2241,2.3,pass2241,82,366,22.4
U2242,2.47,pass2242,87,286,30.42
U2243,3.74,pass2243,5,15,33.33
U2244,3.3,pass2244,161,442,36.43
U2245,3.93,pass2245,42,347,12.1
U2246,2.97,pass2246,11,42,26.19
U2247,3.86,pass2247,9,367,2.45
U2248,2.74,pass2248,128,453,28.26
U2249,2.55,pass2249,78,176,44.32
U2250,2.64,pass2250,86,250,34.4
U2251,1.18,pass2251,238,372,63.98
U2252,3.31,pass2252,79,284,27.82
U2253,3.3,pass2253,61,272,22.43
U2254,2.76,pass2254,101,257,39.3
U2255,2.54,pass2255,62,241,25.73
U2256,2.8,pass2256,76,101,75.25
U2257,4.24,pass2257,15,80,18.75
U2258,4.49,pass2258,72,465,15.48
U2259,2.87,pass2259,7,28,25.0
U2260,0.73,pass2260,48,67,71.64
U2261,4.46,pass2261,2,431,0.46
U2262,3.11,pass2262,21,119,17.65
U2263,2.67,pass2263,15,58,25.86
U2264,1.3,pass2264,14,16,87.5
U2265,2.67,pass2265,88,240,36.67
U2266,2.91,pass2266,94,340,27.65
U2267,3.21,pass2267,42,194,21.65
U2268,2.35,pass2268,27,34,79.41
U2269,2.25,pass2269,106,392,27.04
U2270,2.08,pass2270,229,321,71.34
U2271,3.73,pass2271,72,319,22.57
U2272,4.16,pass2272,128,344,37.21
U2273,2.75,pass2273,0,36,0.0
U2274,3.09,pass2274,182,500,36.4
U2275,4.14,pass2275,37,229,16.16
U2276,0.79,pass2276,445,496,89.72
U2277,2.38,pass2277,79,148,53.38
U2278,3.07,pass2278,23,91,25.27
U2279,2.92,pass2279,97,389,24.94
U2280,2.27,pass2280,139,460,30.22
U2281,4.89,pass2281,3,264,1.14
U2282,3.53,pass2282,116,457,25.38
U2283,1.58,pass2283,244,379,64.38
U2284,1.7,pass2284,211,240,87.92
U2285,2.67,pass2285,93,269,34.57
U2286,4.18,pass2286,8,63,12.7
U2287,3.63,pass2287,180,462,38.96
U2288,2.75,pass2288,24,108,22.22
U2289,2.85,pass2289,62,205,30.24
U2290,2.72,pass2290,20,76,26.32
U2291,3.08,pass2291,56,246,22.76
U2292,2.11,pass2292,369,381,96.85
U2293,3.6,pass2293,334,371,90.03
U2294,3.48,pass2294,138,406,33.99
U2295,3.94,pass2295,34,237,14.35
U2296,2.41,pass2296,9,288,3.12
U2297,3.6,pass2297,18,191,9.42
U2298,3.33,pass2298,159,465,34.19
U2299,2.42,pass2299,59,294,20.07
U2300,1.93,pass2300,154,439,35.08
U2301,3.9,pass2301,60,272,22.06
U2302,2.69,pass2302,245,332,73.8
U2303,3.4,pass2303,26,93,27.96
U2304,3.08,pass2304,87,239,36.4
U2305,3.16,pass2305,6,60,10.0
U2306,2.36,pass2306,110,278,39.57
U2307,3.95,pass2307,30,497,6.04
U2308,2.64,pass2308,161,460,35.0
U2309,2.95,pass2309,65,359,18.11
U2310,2.71,pass2310,0,1,0.0
U2311,2.02,pass2311,55,338,16.27
U2312,2.62,pass2312,316,347,91.07
U2313,3.35,pass2313,43,463,9.29
U2314,1.36,pass2314,264,395,66.84
U2315,1.86,pass2315,104,467,22.27
U2316,0.53,pass2316,255,355,71.83
U2317,4.0,pass2317,88,260,33.85
U2318,1.74,pass2318,102,284,35.92
U2319,2.88,pass2319,113,293,38.57
U2320,3.49,pass2320,59,239,24.69
U2321,2.66,pass2321,30,129,23.26
U2322,2.49,pass2322,77,308,25.0
U2323,2.4,pass2323,5,17,29.41
U2324,4.53,pass2324,50,491,10.18
U2325,3.55,pass2325,137,349,39.26
